ID;Strain;RT_s;Compound;Clasificacion;BioTr_label;BioTr_count;MW;LogP;Silicos_class;GI_abs;BBB;Fold_change;p_value;Significance;Mutagenicity;pNOEC;NOEC;NOEC_num;cat;fqs_sol;fqs_gi;fqs_bbb;fqs_pers;fqs_noec;fqs_cin;FQS
607;StrainB;173.078;Pyruvatoxime;Otro;Estabilidad Máxima;0;103.08;-0.72;Soluble;High;No;1.4684767602393;0.0440942744675315;Significant Increase;NON-Mutagenic;-0.653;4493.0;4493.0;OTHER;10;10;10;10;10;10;60
608;StrainC;133.025;Glutamyl-Glycine;Otro;Estabilidad Máxima;0;204.18;1.03;Soluble;Low;No;6.493006993006992;0.0040611563987393;Significant Increase;NON-Mutagenic;-2046.0;111178.0;111178.0;OTHER;10;3;10;10;10;10;53
609;StrainB;133.025;Glutamyl-Glycine;Otro;Estabilidad Máxima;0;204.18;1.03;Soluble;Low;No;3.145104895104895;0.0269392977078021;Significant Increase;NON-Mutagenic;-2046.0;111178.0;111178.0;OTHER;10;3;10;10;10;10;53
610;StrainC;183.2;trans-Zeatin-7-beta-D-glucoside/Trans-Zeatin-7-N-Glucoside/Cis-Zeatin-7-N-Glucoside;Fitohormonas y analogos hormonales;Estabilidad Moderada;10;381.38;-1.04;Soluble;Low;No;4.661949685534591;0.0268830295049729;Significant Increase;Mutagenic;-2269.0;185856.0;185856.0;FIT;10;3;10;7;10;5;45
611;StrainD;84.8;Gulonic acid/Galactonic acid/D-Galactonic acid;Otro;Estabilidad Máxima;0;196.16;1.4;Soluble;Low;No;2.185194827735832;0.0014200670853472;Significant Increase;NON-Mutagenic;-1124.0;13314.0;13314.0;OTHER;10;3;10;10;10;10;53
612;StrainC;223.94;Glutamyl-Valine;Otro;Estabilidad Máxima;0;246.26;1.61;Soluble;High;No;1.852035749751738;0.0045731796933582;Significant Increase;NON-Mutagenic;-2414.0;259.41;259.41;OTHER;10;10;10;10;10;10;60
613;StrainC;540.865;Isomer 1 of Salsoline-1-carboxylic acid;Otro;Estabilidad Máxima;0;237.25;-1.14;Soluble;High;No;2.738471673254281;0.0043023853800183;Significant Increase;Mutagenic;-2429.0;268662.0;268662.0;OTHER;10;10;10;10;10;10;60
614;StrainC;632.076;Isomer 3 of Salsoline-1-carboxylic acid;Otro;Estabilidad Máxima;0;237.25;-1.14;Soluble;High;No;2.023867809057528;0.0303366549679814;Significant Increase;Mutagenic;-2429.0;268662.0;268662.0;OTHER;10;10;10;10;10;10;60
615;StrainB;175.084;Glutamyl-Lysine;Otro;Estabilidad Máxima;0;275.3;3.14;Soluble;Low;No;3.07608100711549;0.0216068148815985;Significant Increase;NON-Mutagenic;-2258.0;181262.0;181262.0;OTHER;10;3;10;10;10;10;53
616;StrainC;99.613;Seryl-Aspartic acid;Otro;Estabilidad Máxima;0;220.18;2.51;Soluble;Low;No;5.646478873239436;0.0066109204710051;Significant Increase;NON-Mutagenic;-2.21;162215.0;162215.0;OTHER;10;3;10;10;10;10;53
617;StrainB;99.613;Seryl-Aspartic acid;Otro;Estabilidad Máxima;0;220.18;2.51;Soluble;Low;No;2.246478873239437;0.0190728006696428;Significant Increase;NON-Mutagenic;-2.21;162215.0;162215.0;OTHER;10;3;10;10;10;10;53
618;StrainC;280.153;Threoninyl-Arginine;Otro;Estabilidad Máxima;0;275.3;2.24;Soluble;Low;No;6.334739803094233;0.0039609762137334;Significant Increase;NON-Mutagenic;-2379.0;239381.0;239381.0;OTHER;10;3;10;10;10;10;53
619;StrainC;158.8;Ophthalmic acid;Otro;Estabilidad Máxima;0;289.29;1.54;Soluble;Low;No;3.814556331006978;0.0037106679968227;Significant Increase;Mutagenic;-2319.0;208436.0;208436.0;OTHER;10;3;10;10;10;10;53
620;StrainB;158.8;Ophthalmic acid;Otro;Estabilidad Máxima;0;289.29;1.54;Soluble;Low;No;2.558325024925224;0.0442803214783524;Significant Increase;Mutagenic;-2319.0;208436.0;208436.0;OTHER;10;3;10;10;10;10;53
621;StrainC;95.848;Isomer 1 of Asparaginyl-Glutamic acid;Otro;Estabilidad Máxima;0;261.23;2.46;Soluble;Low;No;4.525691699604743;0.031526045793542;Significant Increase;NON-Mutagenic;-2446.0;279051.0;279051.0;OTHER;10;3;10;10;10;10;53
622;StrainB;95.848;Isomer 1 of Asparaginyl-Glutamic acid;Otro;Estabilidad Máxima;0;261.23;2.46;Soluble;Low;No;1.939723320158103;0.0455974290220729;Significant Increase;NON-Mutagenic;-2446.0;279051.0;279051.0;OTHER;10;3;10;10;10;10;53
623;StrainD;104.856;Glutaminyl-Glutamic acid;Otro;Estabilidad Máxima;0;275.26;2.75;Soluble;Low;No;1.704295704295704;0.0068618592691136;Significant Increase;NON-Mutagenic;-2091.0;123386.0;123386.0;OTHER;10;3;10;10;10;10;53
624;StrainC;104.856;Glutaminyl-Glutamic acid;Otro;Estabilidad Máxima;0;275.26;2.75;Soluble;Low;No;3.713286713286713;0.0003937359634233;Significant Increase;NON-Mutagenic;-2091.0;123386.0;123386.0;OTHER;10;3;10;10;10;10;53
625;StrainC;379.404;Histidinyl-Aspartic acid;Otro;Estabilidad Máxima;0;270.24;1.56;Soluble;Low;No;2.224420190995908;5.448283416856827e-05;Significant Increase;NON-Mutagenic;-1977.0;94737.0;94737.0;OTHER;10;3;10;10;10;10;53
626;StrainC;361.887;Phenylalanyl-Proline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;262.3;-1.07;Soluble;High;No;4.550143266475645;0.0070217444058192;Significant Increase;NON-Mutagenic;-2433.0;271283.0;271283.0;OSM;10;10;10;10;10;10;60
627;StrainB;361.887;Phenylalanyl-Proline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;262.3;-1.07;Soluble;High;No;1.674307545367717;0.0276328743731009;Significant Increase;NON-Mutagenic;-2433.0;271283.0;271283.0;OSM;10;10;10;10;10;10;60
628;StrainC;280.9;2-Hydroxy-6-oxonona-2,4-diene-1,9-dioic acid;Otro;Estabilidad Máxima;0;214.17;-0.55;Soluble;High;No;31.95263157894736;0.0008877707373174;Significant Increase;NON-Mutagenic;-0.579;3792.0;3792.0;OTHER;10;10;10;10;10;10;60
629;StrainC;452.247;2-Hydroxy-3-methylbenzalpyruvic acid;Otro;Estabilidad Máxima;0;206.19;-2.33;Soluble;High;No;2.875968992248062;0.0088211580359894;Significant Increase;NON-Mutagenic;-0.781;6042.0;6042.0;OTHER;10;10;10;10;10;10;60
630;StrainC;652.618;4,6-Dichloro-3-methylcatechol;Otro;Estabilidad Máxima;0;193.03;-3.22;Soluble;High;Yes;17.9150390625;0.0343810759361412;Significant Increase;NON-Mutagenic;-0.188;1542.0;1542.0;OTHER;10;10;0;10;10;10;50
631;StrainC;440.7;12-Oxo-9(Z)-dodecenoic acid;Otro;Estabilidad Máxima;0;212.29;-2.5;Soluble;High;Yes;32.52225519287833;0.0437690817051614;Significant Increase;NON-Mutagenic;-1.19;15491.0;15491.0;OTHER;10;10;0;10;10;10;50
632;StrainC;415.058;Isomer 2 of 2,3-Dinor-8-iso prostaglandin F1alpha;Otro;Estabilidad Máxima;0;328.44;-2.66;Soluble;High;No;2.263946663627557;0.0265401630162976;Significant Increase;NON-Mutagenic;-1229.0;16927.0;16927.0;OTHER;10;10;10;10;10;10;60
633;StrainC;342.546;2-Hydroxy-6-keto-2,4-heptadienoic acid;Otro;Estabilidad Máxima;0;156.14;-0.74;Soluble;High;No;21.29;0.0040974255564106;Significant Increase;NON-Mutagenic;-0.743;5.54;5.54;OTHER;10;10;10;10;5;10;55
634;StrainC;278.902;Glutamyl-Isoleucine;Otro;Estabilidad Máxima;0;260.29;1.33;Soluble;High;No;9.274468085106385;0.0064307479361288;Significant Increase;NON-Mutagenic;-2328.0;212627.0;212627.0;OTHER;10;10;10;10;10;10;60
635;StrainC;176.1;3-Mercaptolactic acid;Otro;Estabilidad Máxima;0;122.14;-0.13;Soluble;High;No;4.076178960096735;0.0360368043319461;Significant Increase;NON-Mutagenic;-1248.0;17713.0;17713.0;OTHER;10;10;10;10;10;10;60
636;StrainC;286.636;Glutamyl-Leucine;Otro;Estabilidad Máxima;0;260.29;1.21;Soluble;High;No;8.636534839924671;0.0010902767536085;Significant Increase;NON-Mutagenic;-2398.0;249816.0;249816.0;OTHER;10;10;10;10;10;10;60
637;StrainC;391.8;9,12,13-TriHOME/9,10,13-TriHOME;Otro;Estabilidad Máxima;0;330.46;-2.88;Soluble;High;No;9.029217719132893;0.0237370705760309;Significant Increase;NON-Mutagenic;-1354.0;22599.0;22599.0;OTHER;10;10;10;10;10;10;60
638;StrainC;95.707;Asparaginyl-Glycine;Otro;Estabilidad Máxima;0;189.17;2.64;Soluble;Low;No;2.113545816733068;0.0377559767842827;Significant Increase;NON-Mutagenic;-2531.0;339801.0;339801.0;OTHER;10;3;10;10;10;10;53
639;StrainD;475.534;alpha-CEHC;Otro;Estabilidad Máxima;0;278.34;-3.56;Moderately soluble;High;Yes;1.438318401102687;0.0204969020253973;Significant Increase;NON-Mutagenic;-1618.0;41519.0;41519.0;OTHER;5;10;0;10;10;10;45
640;StrainB;475.534;alpha-CEHC;Otro;Estabilidad Máxima;0;278.34;-3.56;Moderately soluble;High;Yes;1.991729841488628;0.0146034971334763;Significant Increase;NON-Mutagenic;-1618.0;41519.0;41519.0;OTHER;5;10;0;10;10;10;45
641;StrainC;280.948;Aspartyl-Tryptophan;Otro;Estabilidad Máxima;0;319.31;0.36;Soluble;Low;No;2.578135048231511;0.044805964234204;Significant Increase;NON-Mutagenic;-2098.0;125192.0;125192.0;OTHER;10;3;10;10;10;10;53
642;StrainC;425.352;N-Nonanoylglycine;Otro;Estabilidad Máxima;0;215.29;-2.2;Soluble;High;Yes;13.63979848866499;0.0128134872796471;Significant Increase;NON-Mutagenic;-0.987;9.71;9.71;OTHER;10;10;0;10;5;10;45
643;StrainC;338.796;(R)-3-Hydroxyhexanoic acid;Otro;Estabilidad Máxima;0;132.16;-0.62;Soluble;High;No;8.6875452570601;0.0152445366879151;Significant Increase;NON-Mutagenic;-1944.0;87.94;87.94;OTHER;10;10;10;10;8;10;58
644;StrainC;235.099;Isomer 1 of Valyl-Hydroxyproline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;230.26;0.96;Soluble;High;No;2.845303867403316;0.0013285674525039;Significant Increase;NON-Mutagenic;-2168.0;147388.0;147388.0;OSM;10;10;10;10;10;10;60
645;StrainC;185.49;Valyl-Hydroxyproline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;230.26;0.96;Soluble;High;No;7.540229885057473;0.0069671375614331;Significant Increase;NON-Mutagenic;-2168.0;147388.0;147388.0;OSM;10;10;10;10;10;10;60
646;StrainD;314.104;Cetoniacytone B;Otro;Estabilidad Máxima;0;171.15;0.44;Soluble;High;No;1.462978723404255;0.0124666331843461;Significant Increase;Mutagenic;-2111.0;129007.0;129007.0;OTHER;10;10;10;10;10;10;60
647;StrainC;314.104;Cetoniacytone B;Otro;Estabilidad Máxima;0;171.15;0.44;Soluble;High;No;1.845957446808511;0.0262420732341473;Significant Increase;Mutagenic;-2111.0;129007.0;129007.0;OTHER;10;10;10;10;10;10;60
648;StrainB;314.104;Cetoniacytone B;Otro;Estabilidad Máxima;0;171.15;0.44;Soluble;High;No;1.478297872340425;9.075056086425456e-07;Significant Increase;Mutagenic;-2111.0;129007.0;129007.0;OTHER;10;10;10;10;10;10;60
649;StrainC;362.641;N-Heptanoylglycine;Otro;Estabilidad Máxima;0;187.24;-1.47;Soluble;High;Yes;12.26315789473684;0.004083868262936;Significant Increase;NON-Mutagenic;-0.9;7945.0;7945.0;OTHER;10;10;0;10;10;10;50
650;StrainD;103.271;N,N-dimethyl-L-Valine;Otro;Estabilidad Máxima;0;145.2;0.13;Soluble;High;Yes;4.836601307189544;0.0079008812446493;Significant Increase;NON-Mutagenic;-2127.0;133969.0;133969.0;OTHER;10;10;0;10;10;10;50
651;StrainC;103.271;N,N-dimethyl-L-Valine;Otro;Estabilidad Máxima;0;145.2;0.13;Soluble;High;Yes;10.7843137254902;0.0169084203421344;Significant Increase;NON-Mutagenic;-2127.0;133969.0;133969.0;OTHER;10;10;0;10;10;10;50
652;StrainC;342.357;3-Hydroxyoctanoic acid;Otro;Estabilidad Máxima;0;160.21;-1.34;Soluble;High;Yes;12.48111211846479;0.001226763951934;Significant Increase;NON-Mutagenic;-2019.0;104589.0;104589.0;OTHER;10;10;0;10;10;10;50
653;StrainC;282.046;Prolyl-Proline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;212.25;0.5;Soluble;High;No;4.877005347593582;0.0231897188651457;Significant Increase;NON-Mutagenic;-2144.0;139183.0;139183.0;OSM;10;10;10;10;10;10;60
654;StrainB;282.046;Prolyl-Proline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;212.25;0.5;Soluble;High;No;2.527272727272727;0.0481075699012814;Significant Increase;NON-Mutagenic;-2144.0;139183.0;139183.0;OSM;10;10;10;10;10;10;60
655;StrainB;238.688;Glutaminyl-Proline;Otro;Estabilidad Máxima;0;243.26;1.72;Soluble;Low;No;2.509918319719953;0.0239739109831915;Significant Increase;NON-Mutagenic;-2119.0;131589.0;131589.0;OTHER;10;3;10;10;10;10;53
656;StrainD;246.9;L-Anticapsin;Otro;Estabilidad Máxima;0;199.2;1.09;Soluble;High;No;1.606118546845124;0.0088970780229286;Significant Increase;Mutagenic;-0.699;4998.0;4998.0;OTHER;10;10;10;10;10;10;60
657;StrainC;246.9;L-Anticapsin;Otro;Estabilidad Máxima;0;199.2;1.09;Soluble;High;No;2.883365200764819;0.0019387564527092;Significant Increase;Mutagenic;-0.699;4998.0;4998.0;OTHER;10;10;10;10;10;10;60
658;StrainC;165.9;L-glycyl-L-hydroxyproline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;188.18;1.36;Soluble;Low;No;1.823176823176824;0.0286107130140243;Significant Increase;NON-Mutagenic;-2054.0;113272.0;113272.0;OSM;10;3;10;10;10;10;53
659;StrainC;349.1;(R)-3-Hydroxy-3-methyl-2-oxopentanoic acid;Otro;Estabilidad Máxima;0;146.14;-0.64;Soluble;High;No;128.9189189189189;0.0140527000964796;Significant Increase;NON-Mutagenic;-1274.0;18787.0;18787.0;OTHER;10;10;10;10;10;10;60
660;StrainC;526.2;3-Hydroxy-5-Methoxybiphenyl;Otro;Estabilidad Máxima;0;200.23;-3.92;Moderately soluble;High;Yes;3.828610919143055;0.0327773219466585;Significant Increase;NON-Mutagenic;-1283.0;19184.0;19184.0;OTHER;5;10;0;10;10;10;45
661;StrainC;179.2;N-Acetyl-L-Cystine;Otro;Estabilidad Máxima;0;282.34;1.36;Soluble;Low;No;8.888461538461538;0.0066067641422605;Significant Increase;NON-Mutagenic;0.905;0.124;0.124;OTHER;10;3;10;10;2;10;45
662;StrainC;529.766;Pilosin;Otro;Estabilidad Máxima;0;330.29;-3.33;Soluble;High;No;4.296705134637899;0.0096901029422716;Significant Increase;NON-Mutagenic;-0.33;2139.0;2139.0;OTHER;10;10;10;10;10;10;60
663;StrainC;315.476;3-Hydroxy-2-methyl-[S-(R,R)]-butanoic acid;Otro;Estabilidad Máxima;0;118.13;-0.47;Soluble;High;No;145.7567567567567;0.0033011816264023;Significant Increase;NON-Mutagenic;-1416.0;26064.0;26064.0;OTHER;10;10;10;10;10;10;60
664;StrainD;305.4;L-Threo-3-Phenylserine;Otro;Estabilidad Máxima;0;181.19;0.48;Soluble;High;No;1.369299221357064;0.0109691256959636;Significant Increase;NON-Mutagenic;-0.761;5767.0;5767.0;OTHER;10;10;10;10;10;10;60
665;StrainC;305.4;L-Threo-3-Phenylserine;Otro;Estabilidad Máxima;0;181.19;0.48;Soluble;High;No;1.775862068965517;0.0079711881408062;Significant Increase;NON-Mutagenic;-0.761;5767.0;5767.0;OTHER;10;10;10;10;10;10;60
666;StrainB;305.4;L-Threo-3-Phenylserine;Otro;Estabilidad Máxima;0;181.19;0.48;Soluble;High;No;1.268631813125695;0.0192077506722993;Significant Increase;NON-Mutagenic;-0.761;5767.0;5767.0;OTHER;10;10;10;10;10;10;60
667;StrainD;335.888;N-Acetylvanilalanine;Otro;Estabilidad Máxima;0;253.25;-1.25;Soluble;High;No;1.402720283855707;0.0057625456018833;Significant Increase;NON-Mutagenic;-2.14;137918.0;137918.0;OTHER;10;10;10;10;10;10;60
668;StrainC;478.4;Coniferyl acetic acid;Otro;Estabilidad Máxima;0;222.24;-2.65;Soluble;High;Yes;1.683716075156577;0.0043859595986438;Significant Increase;NON-Mutagenic;-0.766;5.83;5.83;OTHER;10;10;0;10;5;10;45
669;StrainC;139.8;Nocardicin C/Isonocardicin C;Otro;Estabilidad Máxima;0;486.47;0.79;Soluble;Low;No;2.111338100102145;0.0059574028307273;Significant Increase;NON-Mutagenic;-2177.0;150145.0;150145.0;OTHER;10;3;10;10;10;10;53
670;StrainC;231.6;cis-Zeatin riboside/trans-Zeatin riboside;Fitohormonas y analogos hormonales;Estabilidad Moderada;9;351.36;-1.8;Soluble;Low;No;5.567847640386501;0.0268053054328186;Significant Increase;Mutagenic;-2058.0;114314.0;114314.0;FIT;10;3;10;7;10;5;45
671;StrainC;324.7;N-Acetyl-3,4-Dihydroxy-L-phenylalanine;Otro;Estabilidad Máxima;0;239.22;-1.86;Soluble;High;No;4.296948356807511;0.0014998572300815;Significant Increase;NON-Mutagenic;-2143.0;139045.0;139045.0;OTHER;10;10;10;10;10;10;60
672;StrainB;324.7;N-Acetyl-3,4-Dihydroxy-L-phenylalanine;Otro;Estabilidad Máxima;0;239.22;-1.86;Soluble;High;No;1.553990610328638;0.0317124501418826;Significant Increase;NON-Mutagenic;-2143.0;139045.0;139045.0;OTHER;10;10;10;10;10;10;60
673;StrainC;301.962;1-O-4-Hydroxybenzoyl-beta-D-Glucose;Otro;Estabilidad Máxima;0;300.26;-0.72;Soluble;Low;No;4.103990326481258;0.002126455726761;Significant Increase;NON-Mutagenic;-0.775;5959.0;5959.0;OTHER;10;3;10;10;10;10;53
674;StrainB;301.962;1-O-4-Hydroxybenzoyl-beta-D-Glucose;Otro;Estabilidad Máxima;0;300.26;-0.72;Soluble;Low;No;2.357920193470375;0.0064294091940496;Significant Increase;NON-Mutagenic;-0.775;5959.0;5959.0;OTHER;10;3;10;10;10;10;53
675;StrainD;321.6;1,4-Dihydroxy-6-naphthoic acid;Otro;Estabilidad Máxima;0;204.18;-2.79;Soluble;High;No;1.224151539068666;0.0023692410956738;Significant Increase;NON-Mutagenic;-0.399;2508.0;2508.0;OTHER;10;10;10;10;10;10;60
676;StrainC;242.575;Isoleucyl-Aspartic acid;Otro;Estabilidad Máxima;0;246.26;1.69;Soluble;High;No;1.794800371402043;0.0032896107845579;Significant Increase;NON-Mutagenic;-2436.0;272706.0;272706.0;OTHER;10;10;10;10;10;10;60
677;StrainC;489.377;Coumaryl acetic acid;Otro;Estabilidad Máxima;0;192.21;-2.28;Soluble;High;Yes;1.715163934426229;0.0178633922253454;Significant Increase;NON-Mutagenic;-0.76;5748.0;5748.0;OTHER;10;10;0;10;10;10;50
678;StrainD;445.8;4,5-seco-Dopa /4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde;Otro;Estabilidad Máxima;0;229.19;0.94;Soluble;Low;No;2.602226820376392;0.0318678913703936;Significant Increase;NON-Mutagenic;-2194.0;156203.0;156203.0;OTHER;10;3;10;10;10;10;53
679;StrainC;445.8;4,5-seco-Dopa /4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde;Otro;Estabilidad Máxima;0;229.19;0.94;Soluble;Low;No;1.740072913587546;0.0232223970937595;Significant Increase;NON-Mutagenic;-2194.0;156203.0;156203.0;OTHER;10;3;10;10;10;10;53
680;StrainC;271.766;Methionyl-Alanine;Otro;Estabilidad Máxima;0;220.29;1.45;Soluble;High;No;2.176744186046512;0.0200653635567787;Significant Increase;NON-Mutagenic;-0.806;6399.0;6399.0;OTHER;10;10;10;10;10;10;60
681;StrainD;476.388;Indoleacrylic acid;Fitohormonas y analogos hormonales;Estabilidad Máxima;0;187.19;-2.63;Soluble;High;Yes;1.659230769230769;0.0005964190115431;Significant Increase;NON-Mutagenic;-0.521;3317.0;3317.0;FIT;10;10;0;10;10;10;50
682;StrainC;237.9;5,6-Indolequinone-2-carboxylic acid;Otro;Estabilidad Máxima;0;191.14;-1.15;Soluble;High;No;8.854948805460749;0.0205864045064541;Significant Increase;Mutagenic;-0.133;1359.0;1359.0;OTHER;10;10;10;10;10;10;60
683;StrainB;83.992;Aspartyl-Asparagine;Otro;Estabilidad Máxima;0;247.21;2.71;Soluble;Low;No;1.269318181818182;0.0084695921325971;Significant Increase;NON-Mutagenic;-1962.0;91613.0;91613.0;OTHER;10;3;10;10;10;10;53
684;StrainD;229.0;N,N-Dihydroxy-L-phenylalanine;Otro;Estabilidad Máxima;0;197.19;-0.23;Soluble;High;No;1.216686602870813;0.0476268083247105;Significant Increase;NON-Mutagenic;-0.746;5575.0;5575.0;OTHER;10;10;10;10;10;10;60
685;StrainC;229.0;N,N-Dihydroxy-L-phenylalanine;Otro;Estabilidad Máxima;0;197.19;-0.23;Soluble;High;No;1.796052631578948;0.0350367770120608;Significant Increase;NON-Mutagenic;-0.746;5575.0;5575.0;OTHER;10;10;10;10;10;10;60
686;StrainC;286.075;N-Hydroxy-L-phenylalanine;Otro;Estabilidad Máxima;0;181.19;0.23;Soluble;High;No;18.05220883534136;0.0001702274689976;Significant Increase;NON-Mutagenic;-0.91;8132.0;8132.0;OTHER;10;10;10;10;10;10;60
687;StrainC;452.694;Aspartyl-Tyrosine;Otro;Estabilidad Máxima;0;296.28;1.38;Soluble;Low;No;1.73316145665485;0.0046171758205676;Significant Increase;NON-Mutagenic;-2089.0;122673.0;122673.0;OTHER;10;3;10;10;10;10;53
688;StrainC;310.11;Isomer 1 of L-beta-aspartyl-L-phenylalanine;Otro;Estabilidad Máxima;0;280.28;0.45;Soluble;High;No;2.606275902901125;0.0025270373015525;Significant Increase;NON-Mutagenic;-0.924;8389.0;8389.0;OTHER;10;10;10;10;10;10;60
689;StrainC;287.817;L-beta-aspartyl-L-phenylalanine;Otro;Estabilidad Máxima;0;280.28;0.45;Soluble;High;No;1.758577924762298;0.0079788865821191;Significant Increase;NON-Mutagenic;-0.924;8389.0;8389.0;OTHER;10;10;10;10;10;10;60
690;StrainD;219.51;Tryptophyl-Cysteine;Otro;Estabilidad Máxima;0;307.37;-0.69;Soluble;Low;No;1.800293685756241;0.0256631023035309;Significant Increase;NON-Mutagenic;-2321.0;209625.0;209625.0;OTHER;10;3;10;10;10;10;53
691;StrainC;219.51;Tryptophyl-Cysteine;Otro;Estabilidad Máxima;0;307.37;-0.69;Soluble;Low;No;4.030837004405287;0.0071865323393201;Significant Increase;NON-Mutagenic;-2321.0;209625.0;209625.0;OTHER;10;3;10;10;10;10;53
692;StrainB;219.51;Tryptophyl-Cysteine;Otro;Estabilidad Máxima;0;307.37;-0.69;Soluble;Low;No;3.54625550660793;8.320163529700048e-05;Significant Increase;NON-Mutagenic;-2321.0;209625.0;209625.0;OTHER;10;3;10;10;10;10;53
693;StrainC;150.55;Succinyladenosine;Otro;Estabilidad Máxima;0;383.31;-1.55;Soluble;Low;No;3.77159090909091;0.01473135677933;Significant Increase;Mutagenic;-1835.0;68412.0;68412.0;OTHER;10;3;10;10;10;10;53
694;StrainD;197.493;Isomer 1 of N-acetyl-S-(3-oxo-3-carboxy-n-propyl)cysteine;Otro;Estabilidad Máxima;0;263.27;-0.37;Soluble;Low;No;1.257929515418502;0.0033560044723557;Significant Increase;Mutagenic;0.707;0.196;0.196;OTHER;10;3;10;10;2;10;45
695;StrainB;359.02;N-acetyl-S-(3-oxo-3-carboxy-n-propyl)cysteine;Otro;Estabilidad Máxima;0;263.27;-0.37;Soluble;Low;No;4.715310781846985;0.0454173831736718;Significant Increase;Mutagenic;0.707;0.196;0.196;OTHER;10;3;10;10;2;10;45
696;StrainC;354.2;2-Oxo-5-methylthiopentanoic acid;Otro;Estabilidad Máxima;0;162.21;-0.9;Soluble;High;No;17.32203389830508;0.012472105073987;Significant Increase;NON-Mutagenic;0.719;0.191;0.191;OTHER;10;10;10;10;2;10;52
697;StrainC;477.449;2-Oxo-7-methylthioheptanoic acid;Otro;Estabilidad Máxima;0;190.26;-1.4;Soluble;High;No;152.2102425876011;0.0425019352526324;Significant Increase;NON-Mutagenic;0.624;0.238;0.238;OTHER;10;10;10;10;2;10;52
698;StrainC;120.9;gamma-Glutamyl-Serine;Otro;Estabilidad Máxima;0;234.21;2.27;Soluble;Low;No;2.14714537963508;0.010788234886346;Significant Increase;NON-Mutagenic;-2179.0;150.9;150.9;OTHER;10;3;10;10;10;10;53
699;StrainD;156.986;2-Formylglutaric acid;Otro;Estabilidad Máxima;0;160.12;-0.07;Soluble;High;No;2.019262520638415;0.0170504421707923;Significant Increase;NON-Mutagenic;-1054.0;11312.0;11312.0;OTHER;10;10;10;10;10;10;60
700;StrainC;227.064;Isomer 1 of 2-Formylglutaric acid;Otro;Estabilidad Máxima;0;160.12;-0.07;Soluble;High;No;7.413793103448277;0.0311690998422296;Significant Increase;NON-Mutagenic;-1054.0;11312.0;11312.0;OTHER;10;10;10;10;10;10;60
701;StrainC;154.7;4-(L-gamma-Glutamylamino)butanoic acid;Otro;Estabilidad Máxima;0;232.23;1.88;Soluble;High;No;4.951468875372072;0.0123335660394337;Significant Increase;NON-Mutagenic;-2441.0;275978.0;275978.0;OTHER;10;10;10;10;10;10;60
702;StrainC;351.109;2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylic acid;Otro;Estabilidad Máxima;0;174.13;-1.07;Soluble;High;No;6.975452626902144;0.0252293336366814;Significant Increase;NON-Mutagenic;-0.674;4723.0;4723.0;OTHER;10;10;10;10;10;10;60
703;StrainD;420.418;Isomer 1 of (-)-threo-Iso(homo)2-citric acid;Otro;Estabilidad Máxima;0;220.18;-0.06;Soluble;High;No;4.600721277691911;0.0337317981768316;Significant Increase;NON-Mutagenic;-0.559;3623.0;3623.0;OTHER;10;10;10;10;10;10;60
704;StrainD;420.854;Isomer 2 of (-)-threo-Iso(homo)2-citric acid;Otro;Estabilidad Máxima;0;220.18;-0.06;Soluble;High;No;3.168068366793272;0.0340628778409014;Significant Increase;NON-Mutagenic;-0.559;3623.0;3623.0;OTHER;10;10;10;10;10;10;60
705;StrainC;255.532;(-)-threo-Iso(homo)2-citric acid;Otro;Estabilidad Máxima;0;220.18;-0.06;Soluble;High;No;44.74025974025975;0.0258056972179907;Significant Increase;NON-Mutagenic;-0.559;3623.0;3623.0;OTHER;10;10;10;10;10;10;60
706;StrainC;263.763;2-Methyl-3-oxoadipic acid;Otro;Estabilidad Máxima;0;174.15;-0.37;Soluble;High;No;5.052959501557633;0.0093866583620571;Significant Increase;NON-Mutagenic;-0.789;6156.0;6156.0;OTHER;10;10;10;10;10;10;60
707;StrainD;177.4;5-Deoxy-D-glucuronic acid;Otro;Estabilidad Máxima;0;178.14;1.04;Soluble;Low;No;1.294736842105263;0.0492805407057678;Significant Increase;NON-Mutagenic;-1188.0;15419.0;15419.0;OTHER;10;3;10;10;10;10;53
708;StrainC;177.4;5-Deoxy-D-glucuronic acid;Otro;Estabilidad Máxima;0;178.14;1.04;Soluble;Low;No;1.456390977443609;0.0438765065041438;Significant Increase;NON-Mutagenic;-1188.0;15419.0;15419.0;OTHER;10;3;10;10;10;10;53
